InvoiceNo,InvoiceDate,CustomerID,CustomerName,Country,ProductID,ProductName,Category,Quantity,UnitPrice,TotalPrice
INV4201,2023-12-27,C0294,James Muller,United Kingdom,P0110,Skipping Rope Pro,Sports & Fitness,3,1366.37,4099.11
INV5604,2024-05-26,C0434,Lucas Jones,India,P0061,Face Wash,Beauty & Personal Care,3,1785.0,5355.0
INV3883,2024-11-24,C0264,Harper Patel,United States,P0049,Sunglasses,Fashion,6,691.53,4149.18
INV5713,2024-11-14,C0448,Karan Kumar,France,P0052,Formal Shirt Pro,Fashion,2,3868.57,7737.14
INV2088,2023-10-01,C0089,Olivia Rossi,Canada,P0097,Art Supplies Kit,Books & Stationery,2,763.14,1526.28
INV8453,2024-09-23,C0703,Liam Fischer,United Kingdom,P0067,Perfume,Beauty & Personal Care,5,426.69,2133.45
INV8556,2024-06-07,C0715,Isha Brown,United Kingdom,P0071,Sunscreen,Beauty & Personal Care,1,982.88,982.88
INV7898,2023-07-01,C0646,Sara Johnson,Canada,P0078,Face Mask Pack Pro,Beauty & Personal Care,6,655.27,3931.62
INV2884,2023-10-07,C0163,Ananya Rossi,Germany,P0085,Sketch Pens,Books & Stationery,6,746.86,4481.16
INV4982,2024-04-17,C0376,Sara Iyer,United Kingdom,P0030,Cushion Cover Set Pro,Home & Kitchen,3,2552.85,7658.55
INV7580,2024-07-20,C0618,Olivia Nair,India,P0096,Bookmark Set Pro,Books & Stationery,3,703.79,2111.37
INV7466,2024-10-25,C0612,Meera Jones,Australia,P0021,Non-stick Pan,Home & Kitchen,5,1828.69,9143.45
INV5030,2024-12-01,C0385,Liam Rossi,France,P0095,Bookmark Set,Books & Stationery,2,615.96,1231.92
INV3327,2024-01-31,C0205,Isha Khan,United States,P0026,LED Desk Lamp Pro,Home & Kitchen,3,2020.38,6061.14
INV5956,2024-06-28,C0469,Noah Williams,India,P0042,Cotton T-Shirt Pro,Fashion,5,866.28,4331.4
INV3510,2023-06-16,C0226,James Fischer,India,P0112,Cycling Gloves Pro,Sports & Fitness,5,686.57,3432.85
INV5518,2024-07-11,C0428,Kabir Fischer,Canada,P0058,Analog Watch Pro,Fashion,6,2806.52,16839.12
INV3513,2023-09-19,C0227,William Williams,Netherlands,P0074,Hair Dryer Pro,Beauty & Personal Care,4,142.14,568.56
INV1443,2023-06-15,C0044,Charlotte Williams,UAE,P0037,Wall Clock,Home & Kitchen,3,318.77,956.31
INV3952,2024-11-08,C0269,Sophia Jones,United Kingdom,P0061,Face Wash,Beauty & Personal Care,6,1143.29,6859.74
INV1971,2024-10-18,C0083,Sara Sharma,United Kingdom,P0006,Smart Watch Pro,Electronics,1,5735.81,5735.81
INV4356,2024-05-20,C0306,Charlotte Dubois,Netherlands,P0008,Power Bank Pro,Electronics,5,4906.59,24532.95
INV3448,2023-02-09,C0218,Olivia Fischer,France,P0004,Bluetooth Speaker Pro,Electronics,2,1072.06,2144.12
INV6922,2024-12-06,C0555,Ava Patel,Canada,P0099,Puzzle Book,Books & Stationery,5,323.11,1615.55
INV5597,2024-07-26,C0434,Lucas Jones,India,P0059,Winter Hoodie,Fashion,6,2853.64,17121.84
INV5142,2024-12-23,C0393,Diya Nair,United Kingdom,P0098,Art Supplies Kit Pro,Books & Stationery,6,763.37,4580.22
INV5481,2024-09-14,C0423,Diya Patel,India,P0066,Shampoo Pro,Beauty & Personal Care,3,557.15,1671.45
INV3920,2024-10-11,C0267,Emma Johnson,Germany,P0073,Hair Dryer,Beauty & Personal Care,4,841.1,3364.4
INV1664,2024-11-13,C0059,Aditya Johnson,India,P0120,Football Pro,Sports & Fitness,2,1138.85,2277.7
INV1856,2024-12-30,C0076,Riya Malhotra,France,P0059,Winter Hoodie,Fashion,2,2294.34,4588.68
INV7132,2023-06-14,C0579,Arjun Williams,United States,P0106,Resistance Bands Pro,Sports & Fitness,6,480.84,2885.04
INV6846,2024-11-10,C0546,Mia Jones,United Kingdom,P0062,Face Wash Pro,Beauty & Personal Care,6,255.43,1532.58
INV5004,2023-03-07,C0380,Sara Rossi,India,P0051,Formal Shirt,Fashion,3,2404.79,7214.37
INV8713,2024-09-12,C0726,Arjun Jones,Canada,P0026,LED Desk Lamp Pro,Home & Kitchen,2,2675.05,5350.1
INV6374,2024-08-10,C0501,Diya Jones,Germany,P0110,Skipping Rope Pro,Sports & Fitness,5,2417.35,12086.75
INV4545,2023-03-02,C0326,Emma Johnson,France,P0117,Fitness Tracker,Sports & Fitness,3,1168.28,3504.84
INV2722,2024-11-16,C0147,Charlotte Malhotra,United States,P0042,Cotton T-Shirt Pro,Fashion,2,1405.89,2811.78
INV7499,2024-06-22,C0613,Mason Singh,United States,P0022,Non-stick Pan Pro,Home & Kitchen,1,430.96,430.96
INV5399,2023-10-05,C0416,Emma Gupta,United Kingdom,P0094,Fountain Pen Pro,Books & Stationery,3,446.46,1339.38
INV4496,2024-12-05,C0317,Charlotte Johnson,United Kingdom,P0082,Notebook Set Pro,Books & Stationery,4,713.04,2852.16
INV4359,2023-06-15,C0306,Charlotte Dubois,Netherlands,P0071,Sunscreen,Beauty & Personal Care,3,972.26,2916.78
INV4832,2024-10-27,C0360,Mason Khan,United States,P0102,Yoga Mat Pro,Sports & Fitness,2,2289.27,4578.54
INV7709,2024-10-14,C0627,Mia Brown,United Kingdom,P0039,Bedsheet Set,Home & Kitchen,1,3169.86,3169.86
INV8029,2024-09-20,C0666,Noah Chopra,India,P0102,Yoga Mat Pro,Sports & Fitness,1,2289.5,2289.5
INV8139,2023-09-20,C0681,Henry Malhotra,Australia,P0094,Fountain Pen Pro,Books & Stationery,2,255.47,510.94
INV5696,2024-02-10,C0448,Karan Kumar,France,P0101,Yoga Mat,Sports & Fitness,1,2446.38,2446.38
INV6827,2023-08-07,C0542,Priya Khan,United States,P0115,Foam Roller,Sports & Fitness,4,784.39,3137.56
INV6094,2023-05-25,C0484,Olivia Fischer,United States,P0065,Shampoo,Beauty & Personal Care,2,1467.83,2935.66
INV5957,2024-11-21,C0469,Noah Williams,India,P0074,Hair Dryer Pro,Beauty & Personal Care,5,159.3,796.5
INV1365,2024-09-21,C0038,Sara Patel,India,P0007,Power Bank,Electronics,3,5996.2,17988.6
INV3643,2024-09-10,C0235,Ananya Kumar,India,P0057,Analog Watch,Fashion,4,2689.18,10756.72
INV5038,2024-10-13,C0385,Liam Rossi,France,P0088,Desk Organizer Pro,Books & Stationery,1,698.88,698.88
INV2598,2024-10-19,C0137,James Nair,United States,P0036,Knife Set Pro,Home & Kitchen,4,1481.45,5925.8
INV2473,2024-11-21,C0126,Aarav Iyer,United Kingdom,P0038,Wall Clock Pro,Home & Kitchen,4,5169.54,20678.16
INV8610,2024-08-24,C0719,Aarav Fischer,India,P0053,Backpack,Fashion,3,3418.18,10254.54
INV5611,2024-12-21,C0434,Lucas Jones,India,P0114,Gym Bag Pro,Sports & Fitness,1,3795.98,3795.98
INV7602,2023-06-03,C0619,Aarav Nair,Australia,P0119,Football,Sports & Fitness,6,1971.07,11826.42
INV4143,2024-08-21,C0285,Amelia Garcia,United States,P0017,Wireless Mouse,Electronics,3,3193.35,9580.05
INV1655,2023-06-26,C0058,Ethan Williams,India,P0059,Winter Hoodie,Fashion,4,1511.79,6047.16
INV4512,2024-11-26,C0319,Harper Smith,India,P0067,Perfume,Beauty & Personal Care,4,257.25,1029.0
INV3016,2024-12-14,C0175,Vivaan Iyer,Germany,P0029,Cushion Cover Set,Home & Kitchen,5,3782.96,18914.8
INV7393,2024-10-23,C0603,Charlotte Nair,India,P0022,Non-stick Pan Pro,Home & Kitchen,3,712.99,2138.97
INV6852,2023-09-11,C0547,Vivaan Brown,India,P0096,Bookmark Set Pro,Books & Stationery,1,518.29,518.29
INV6615,2024-11-02,C0522,Vivaan Gupta,United Kingdom,P0071,Sunscreen,Beauty & Personal Care,5,909.81,4549.05
INV6716,2024-11-11,C0536,Amelia Patel,Singapore,P0043,Denim Jacket,Fashion,1,1826.25,1826.25
INV6534,2023-05-01,C0519,Ethan Singh,Netherlands,P0075,Trimmer,Beauty & Personal Care,4,1741.88,6967.52
INV8432,2024-10-17,C0703,Liam Fischer,United Kingdom,P0011,Laptop Stand,Electronics,6,6856.79,41140.74
INV2725,2024-08-09,C0147,Charlotte Malhotra,United States,P0090,Planner Diary Pro,Books & Stationery,3,130.57,391.71
INV3087,2023-11-19,C0180,Rohan Reddy,India,P0058,Analog Watch Pro,Fashion,1,2408.91,2408.91
INV3463,2024-09-12,C0220,Liam Patel,Canada,P0044,Denim Jacket Pro,Fashion,1,1505.14,1505.14
INV2177,2023-04-29,C0099,Priya Reddy,India,P0016,Mechanical Keyboard Pro,Electronics,5,4253.96,21269.8
INV2020,2024-07-12,C0084,Charlotte Patel,India,P0041,Cotton T-Shirt,Fashion,3,2253.68,6761.04
INV8999,2024-06-07,C0758,Harper Dubois,United States,P0078,Face Mask Pack Pro,Beauty & Personal Care,5,512.79,2563.95
INV2980,2024-02-18,C0174,Olivia Johnson,India,P0091,Sticky Notes,Books & Stationery,4,171.95,687.8
INV7979,2024-05-20,C0660,Isha Reddy,United States,P0074,Hair Dryer Pro,Beauty & Personal Care,6,164.79,988.74
INV1913,2024-07-10,C0079,Aditya Dubois,United Kingdom,P0085,Sketch Pens,Books & Stationery,4,942.91,3771.64
INV2118,2023-06-05,C0092,Rohan Smith,France,P0057,Analog Watch,Fashion,1,1132.86,1132.86
INV2980,2024-02-18,C0174,Olivia Johnson,India,P0090,Planner Diary Pro,Books & Stationery,4,134.81,539.24
INV1270,2024-11-17,C0031,Olivia Malhotra,United States,P0119,Football,Sports & Fitness,5,2709.18,13545.9
INV6111,2024-10-06,C0484,Olivia Fischer,United States,P0019,Phone Case,Electronics,5,7861.18,39305.9
INV7149,2023-05-16,C0581,Henry Smith,United Kingdom,P0106,Resistance Bands Pro,Sports & Fitness,2,623.69,1247.38
INV6157,2024-09-14,C0487,Rohan Muller,India,P0067,Perfume,Beauty & Personal Care,1,339.35,339.35
INV4754,2024-11-14,C0350,Diya Reddy,United States,P0081,Notebook Set,Books & Stationery,3,96.69,290.07
INV2372,2024-02-22,C0114,Ananya Williams,Australia,P0102,Yoga Mat Pro,Sports & Fitness,4,1372.11,5488.44
INV2016,2024-10-15,C0084,Charlotte Patel,India,P0107,Water Bottle,Sports & Fitness,6,2360.35,14162.1
INV3117,2024-01-24,C0183,Sara Smith,UAE,P0061,Face Wash,Beauty & Personal Care,1,1464.19,1464.19
INV1073,2024-09-29,C0010,Rohan Chopra,Germany,P0106,Resistance Bands Pro,Sports & Fitness,6,624.71,3748.26
INV5791,2024-10-10,C0457,Liam Garcia,India,P0019,Phone Case,Electronics,1,6564.98,6564.98
INV5714,2024-12-02,C0448,Karan Kumar,France,P0037,Wall Clock,Home & Kitchen,1,724.72,724.72
INV3339,2024-10-12,C0209,Karan Khan,India,P0026,LED Desk Lamp Pro,Home & Kitchen,4,3596.1,14384.4
INV3523,2024-10-24,C0229,Liam Verma,Canada,P0046,Running Shoes Pro,Fashion,5,2433.11,12165.55
INV3146,2023-06-21,C0184,Aditya Chopra,Canada,P0115,Foam Roller,Sports & Fitness,6,1341.53,8049.18
INV2118,2023-06-05,C0092,Rohan Smith,France,P0086,Sketch Pens Pro,Books & Stationery,2,513.84,1027.68
INV8504,2023-09-12,C0708,Mason Muller,Australia,P0058,Analog Watch Pro,Fashion,5,2454.0,12270.0
INV7935,2024-11-02,C0655,Riya Singh,United Kingdom,P0085,Sketch Pens,Books & Stationery,6,921.66,5529.96
INV5754,2024-09-19,C0453,Diya Nair,United Kingdom,P0013,Webcam,Electronics,5,2835.02,14175.1
INV8679,2023-05-22,C0724,Meera Chopra,France,P0019,Phone Case,Electronics,5,6435.48,32177.4
INV4839,2024-03-18,C0362,Emma Williams,Germany,P0113,Gym Bag,Sports & Fitness,3,1520.46,4561.38
INV2267,2024-05-30,C0102,Mia Sharma,Germany,P0064,Moisturizer Pro,Beauty & Personal Care,3,2067.62,6202.86
INV7484,2024-02-16,C0612,Meera Jones,Australia,P0093,Fountain Pen,Books & Stationery,4,460.12,1840.48
INV2731,2023-07-08,C0149,Vivaan Dubois,India,P0009,USB-C Cable,Electronics,2,2047.97,4095.94
INV9290,2023-04-19,C0790,Lucas Muller,Singapore,P0083,Fiction Novel,Books & Stationery,5,263.51,1317.55
INV4744,2024-12-13,C0345,Mason Gupta,United Kingdom,P0031,Air Fryer,Home & Kitchen,2,480.61,961.22
INV1704,2024-10-23,C0060,Meera Iyer,United Kingdom,P0007,Power Bank,Electronics,2,9235.83,18471.66
INV1813,2024-10-30,C0074,Aditya Verma,Australia,P0011,Laptop Stand,Electronics,6,4273.36,25640.16
INV1947,2024-11-28,C0081,Mason Reddy,Canada,P0031,Air Fryer,Home & Kitchen,1,641.24,641.24
INV7547,2024-10-02,C0617,Lucas Smith,India,P0109,Skipping Rope,Sports & Fitness,4,1815.79,7263.16
INV5104,2023-12-13,C0391,Arjun Kumar,Netherlands,P0095,Bookmark Set,Books & Stationery,4,748.63,2994.52
INV4741,2024-04-25,C0345,Mason Gupta,United Kingdom,P0054,Backpack Pro,Fashion,4,1376.61,5506.44
INV4179,2023-11-11,C0290,Vivaan Rossi,United States,P0020,Phone Case Pro,Electronics,6,6105.69,36634.14
INV3191,2024-12-13,C0189,Emma Iyer,United States,P0039,Bedsheet Set,Home & Kitchen,6,2592.28,15553.68
INV1198,2024-12-03,C0022,Isha Khan,India,P0088,Desk Organizer Pro,Books & Stationery,2,857.49,1714.98
INV5641,2023-08-29,C0439,Sophia Nair,Germany,P0006,Smart Watch Pro,Electronics,4,2371.8,9487.2
INV1909,2024-10-06,C0079,Aditya Dubois,United Kingdom,P0033,Electric Kettle,Home & Kitchen,4,2770.72,11082.88
INV3802,2024-12-05,C0250,Isha Muller,Canada,P0023,Ceramic Mug Set,Home & Kitchen,5,3355.73,16778.65
INV8294,2024-11-12,C0691,Rohan Rossi,United Kingdom,P0010,USB-C Cable Pro,Electronics,2,4268.02,8536.04
INV9184,2024-10-30,C0777,Olivia Singh,India,P0003,Bluetooth Speaker,Electronics,2,9158.12,18316.24
INV7418,2024-11-19,C0603,Charlotte Nair,India,P0012,Laptop Stand Pro,Electronics,1,9484.7,9484.7
INV1531,2024-11-22,C0051,Ethan Williams,Singapore,P0051,Formal Shirt,Fashion,6,4478.4,26870.4
INV2322,2024-12-18,C0108,Amelia Singh,France,P0080,Body Lotion Pro,Beauty & Personal Care,4,1494.34,5977.36
INV3973,2024-07-11,C0270,Arjun Brown,India,P0012,Laptop Stand Pro,Electronics,1,5740.67,5740.67
INV2809,2023-11-25,C0158,Mason Nair,France,P0073,Hair Dryer,Beauty & Personal Care,3,1018.18,3054.54
INV9132,2023-04-21,C0775,Isha Gupta,Australia,P0043,Denim Jacket,Fashion,1,3055.99,3055.99
INV5142,2024-12-23,C0393,Diya Nair,United Kingdom,P0034,Electric Kettle Pro,Home & Kitchen,5,1233.61,6168.05
INV8265,2023-08-08,C0689,Sophia Rossi,France,P0003,Bluetooth Speaker,Electronics,1,5617.14,5617.14
INV4056,2024-09-13,C0274,Liam Khan,UAE,P0099,Puzzle Book,Books & Stationery,3,580.64,1741.92
INV4782,2024-11-17,C0357,Liam Reddy,India,P0102,Yoga Mat Pro,Sports & Fitness,1,1782.14,1782.14
INV3637,2024-05-26,C0235,Ananya Kumar,India,P0009,USB-C Cable,Electronics,5,4699.65,23498.25
INV4548,2023-08-28,C0326,Emma Johnson,France,P0031,Air Fryer,Home & Kitchen,1,452.08,452.08
INV6933,2024-09-17,C0558,Meera Williams,India,P0112,Cycling Gloves Pro,Sports & Fitness,2,833.79,1667.58
INV5018,2023-09-27,C0382,Harper Chopra,Germany,P0095,Bookmark Set,Books & Stationery,4,475.9,1903.6
INV2141,2024-09-28,C0096,Rohan Chopra,United States,P0098,Art Supplies Kit Pro,Books & Stationery,4,1033.23,4132.92
INV3967,2023-08-01,C0270,Arjun Brown,India,P0006,Smart Watch Pro,Electronics,2,3579.37,7158.74
INV5327,2024-09-12,C0407,Mia Sharma,United Kingdom,P0067,Perfume,Beauty & Personal Care,2,196.58,393.16
INV1056,2024-11-20,C0010,Rohan Chopra,Germany,P0021,Non-stick Pan,Home & Kitchen,2,1737.94,3475.88
INV8106,2023-07-25,C0675,Vivaan Chopra,United Kingdom,P0108,Water Bottle Pro,Sports & Fitness,1,1327.12,1327.12
INV7122,2024-03-22,C0578,Henry Fischer,UAE,P0074,Hair Dryer Pro,Beauty & Personal Care,6,195.47,1172.82
INV5237,2024-09-11,C0402,Noah Johnson,UAE,P0065,Shampoo,Beauty & Personal Care,4,1400.23,5600.92
INV6435,2024-11-26,C0503,Olivia Brown,United Kingdom,P0032,Air Fryer Pro,Home & Kitchen,5,4391.72,21958.6
INV7387,2024-09-20,C0602,Arjun Sharma,India,P0002,Wireless Earbuds Pro,Electronics,4,1591.47,6365.88
INV2752,2024-10-21,C0153,James Nair,India,P0042,Cotton T-Shirt Pro,Fashion,1,1339.77,1339.77
INV8941,2024-12-08,C0749,Harper Jones,UAE,P0083,Fiction Novel,Books & Stationery,4,533.5,2134.0
INV5920,2024-09-14,C0466,Ananya Singh,United Kingdom,P0070,Lipstick Pro,Beauty & Personal Care,3,1587.52,4762.56
INV6039,2024-08-05,C0477,Henry Brown,India,P0120,Football Pro,Sports & Fitness,3,1569.83,4709.49
INV4633,2024-12-14,C0334,Lucas Dubois,India,P0097,Art Supplies Kit,Books & Stationery,3,740.31,2220.93
INV5721,2024-10-26,C0448,Karan Kumar,France,P0060,Winter Hoodie Pro,Fashion,6,3803.79,22822.74
INV4166,2024-09-14,C0288,Ethan Iyer,United States,P0040,Bedsheet Set Pro,Home & Kitchen,3,4640.94,13922.82
INV4701,2024-12-23,C0339,Henry Rossi,United Kingdom,P0084,Fiction Novel Pro,Books & Stationery,1,587.64,587.64
INV1194,2024-04-26,C0022,Isha Khan,India,P0011,Laptop Stand,Electronics,1,6444.71,6444.71
INV8178,2024-11-22,C0684,Lucas Jones,Germany,P0086,Sketch Pens Pro,Books & Stationery,3,1251.78,3755.34
INV1828,2023-06-28,C0075,Sara Patel,Germany,P0115,Foam Roller,Sports & Fitness,4,1367.76,5471.04
INV5156,2024-12-08,C0395,Kabir Iyer,United Kingdom,P0030,Cushion Cover Set Pro,Home & Kitchen,3,4862.8,14588.4
INV2594,2024-07-04,C0137,James Nair,United States,P0052,Formal Shirt Pro,Fashion,1,3717.87,3717.87
INV9263,2024-04-09,C0788,Diya Rossi,United Kingdom,P0052,Formal Shirt Pro,Fashion,6,2443.68,14662.08
INV5728,2024-09-27,C0450,Ava Smith,India,P0054,Backpack Pro,Fashion,3,1111.69,3335.07
INV1043,2023-09-17,C0008,Aarav Khan,Canada,P0018,Wireless Mouse Pro,Electronics,4,2834.56,11338.24
INV2711,2024-08-29,C0147,Charlotte Malhotra,United States,P0023,Ceramic Mug Set,Home & Kitchen,1,2740.91,2740.91
INV7493,2024-12-23,C0613,Mason Singh,United States,P0038,Wall Clock Pro,Home & Kitchen,2,3160.51,6321.02
INV7002,2024-07-03,C0566,Lucas Dubois,United States,P0103,Dumbbell Set,Sports & Fitness,6,1493.85,8963.1
INV8420,2024-01-03,C0702,Liam Kumar,India,P0025,LED Desk Lamp,Home & Kitchen,1,789.35,789.35
INV8961,2024-12-21,C0755,Amelia Fischer,India,P0062,Face Wash Pro,Beauty & Personal Care,4,340.9,1363.6
INV4262,2024-09-16,C0298,Charlotte Patel,India,P0107,Water Bottle,Sports & Fitness,2,2562.47,5124.94
INV7327,2023-05-10,C0597,Vivaan Kumar,Germany,P0048,Leather Wallet Pro,Fashion,2,1295.02,2590.04
INV1172,2024-07-10,C0021,Henry Garcia,United States,P0005,Smart Watch,Electronics,3,2486.25,7458.75
INV5263,2024-10-29,C0402,Noah Johnson,UAE,P0110,Skipping Rope Pro,Sports & Fitness,4,2292.41,9169.64
INV6637,2023-06-20,C0525,Emma Patel,Australia,P0066,Shampoo Pro,Beauty & Personal Care,3,426.03,1278.09
INV4011,2023-12-21,C0273,Ethan Garcia,Canada,P0022,Non-stick Pan Pro,Home & Kitchen,2,724.95,1449.9
INV2444,2024-08-08,C0123,Mason Patel,United Kingdom,P0011,Laptop Stand,Electronics,6,2809.81,16858.86
INV1340,2023-02-13,C0035,Vivaan Fischer,Singapore,P0002,Wireless Earbuds Pro,Electronics,1,1096.25,1096.25
INV4101,2024-05-02,C0280,Isha Williams,Australia,P0025,LED Desk Lamp,Home & Kitchen,5,614.46,3072.3
INV5240,2024-12-07,C0402,Noah Johnson,UAE,P0051,Formal Shirt,Fashion,1,4327.37,4327.37
INV5995,2024-03-26,C0474,Aditya Brown,Canada,P0068,Perfume Pro,Beauty & Personal Care,3,1590.13,4770.39
INV1369,2024-09-08,C0039,Ethan Williams,Germany,P0079,Body Lotion,Beauty & Personal Care,1,1338.36,1338.36
INV5132,2023-01-09,C0392,Meera Gupta,United Kingdom,P0116,Foam Roller Pro,Sports & Fitness,6,1993.74,11962.44
INV3260,2024-05-28,C0198,Emma Williams,Canada,P0064,Moisturizer Pro,Beauty & Personal Care,3,1699.57,5098.71
INV2820,2024-09-10,C0158,Mason Nair,France,P0116,Foam Roller Pro,Sports & Fitness,6,3598.1,21588.6
INV2284,2024-01-22,C0103,Isha Muller,United Kingdom,P0021,Non-stick Pan,Home & Kitchen,4,1813.83,7255.32
INV3592,2024-03-07,C0234,William Williams,United States,P0062,Face Wash Pro,Beauty & Personal Care,1,324.82,324.82
INV3427,2024-09-05,C0217,Charlotte Nair,United Kingdom,P0027,Storage Boxes,Home & Kitchen,2,2237.3,4474.6
INV4521,2024-11-15,C0320,Charlotte Khan,India,P0047,Leather Wallet,Fashion,5,3496.24,17481.2
INV1464,2024-01-22,C0046,William Khan,Germany,P0114,Gym Bag Pro,Sports & Fitness,5,2451.13,12255.65
INV6418,2024-10-08,C0503,Olivia Brown,United Kingdom,P0069,Lipstick,Beauty & Personal Care,5,876.67,4383.35
INV1986,2023-11-28,C0083,Sara Sharma,United Kingdom,P0004,Bluetooth Speaker Pro,Electronics,4,1925.15,7700.6
INV2781,2024-12-03,C0155,Ava Smith,Netherlands,P0103,Dumbbell Set,Sports & Fitness,2,1137.45,2274.9
INV2301,2023-07-19,C0104,Karan Jones,United States,P0107,Water Bottle,Sports & Fitness,6,1637.51,9825.06
INV5914,2023-05-18,C0465,Mia Garcia,Singapore,P0013,Webcam,Electronics,2,3358.98,6717.96
INV3112,2023-08-29,C0183,Sara Smith,UAE,P0058,Analog Watch Pro,Fashion,6,3666.12,21996.72
INV8684,2023-10-29,C0724,Meera Chopra,France,P0048,Leather Wallet Pro,Fashion,3,1673.87,5021.61
INV8203,2024-12-19,C0684,Lucas Jones,Germany,P0077,Face Mask Pack,Beauty & Personal Care,6,2480.42,14882.52
INV7075,2024-04-12,C0572,Amelia Garcia,Australia,P0006,Smart Watch Pro,Electronics,5,4406.2,22031.0
INV4649,2024-07-26,C0334,Lucas Dubois,India,P0025,LED Desk Lamp,Home & Kitchen,3,1064.31,3192.93
INV9106,2024-11-25,C0772,Arjun Kumar,Canada,P0080,Body Lotion Pro,Beauty & Personal Care,5,1949.44,9747.2
INV6044,2024-04-07,C0477,Henry Brown,India,P0083,Fiction Novel,Books & Stationery,4,435.5,1742.0
INV3778,2024-10-27,C0248,James Fischer,Singapore,P0111,Cycling Gloves,Sports & Fitness,3,1266.86,3800.58
INV8891,2024-08-31,C0744,Karan Muller,United States,P0019,Phone Case,Electronics,3,4729.77,14189.31
INV9384,2024-09-10,C0799,James Patel,Germany,P0114,Gym Bag Pro,Sports & Fitness,3,3162.35,9487.05
INV6721,2024-12-08,C0537,Henry Johnson,Canada,P0037,Wall Clock,Home & Kitchen,1,547.83,547.83
INV9324,2024-11-19,C0794,Isha Fischer,United States,P0091,Sticky Notes,Books & Stationery,6,167.66,1005.96
INV5488,2024-10-20,C0425,Olivia Patel,India,P0083,Fiction Novel,Books & Stationery,3,344.66,1033.98
INV4236,2024-10-14,C0296,Charlotte Garcia,United States,P0084,Fiction Novel Pro,Books & Stationery,1,819.43,819.43
INV5475,2023-10-13,C0423,Diya Patel,India,P0050,Sunglasses Pro,Fashion,2,1339.24,2678.48
INV1840,2024-12-23,C0075,Sara Patel,Germany,P0076,Trimmer Pro,Beauty & Personal Care,1,967.05,967.05
INV7759,2024-09-16,C0635,Liam Sharma,India,P0114,Gym Bag Pro,Sports & Fitness,5,3188.63,15943.15
INV1250,2023-06-14,C0028,Priya Patel,United States,P0067,Perfume,Beauty & Personal Care,1,255.02,255.02
INV8831,2023-01-10,C0739,Sophia Gupta,United Kingdom,P0077,Face Mask Pack,Beauty & Personal Care,4,1907.04,7628.16
INV4957,2024-05-25,C0373,James Rossi,India,P0074,Hair Dryer Pro,Beauty & Personal Care,5,164.0,820.0
INV1913,2024-07-10,C0079,Aditya Dubois,United Kingdom,P0086,Sketch Pens Pro,Books & Stationery,4,1246.35,4985.4
INV3071,2024-06-16,C0178,Vivaan Verma,United Kingdom,P0034,Electric Kettle Pro,Home & Kitchen,6,1952.24,11713.44
INV1596,2024-11-15,C0055,Noah Verma,United States,P0048,Leather Wallet Pro,Fashion,6,1622.77,9736.62
INV7890,2024-11-15,C0644,Ethan Kumar,United Kingdom,P0005,Smart Watch,Electronics,2,3635.41,7270.82
INV2224,2024-12-01,C0101,Diya Garcia,India,P0032,Air Fryer Pro,Home & Kitchen,5,3568.24,17841.2
INV3431,2024-03-19,C0217,Charlotte Nair,United Kingdom,P0118,Fitness Tracker Pro,Sports & Fitness,2,616.73,1233.46
INV6133,2024-08-03,C0485,Kabir Muller,United States,P0044,Denim Jacket Pro,Fashion,6,921.82,5530.92
INV3235,2024-10-12,C0196,James Fischer,United Kingdom,P0086,Sketch Pens Pro,Books & Stationery,2,949.25,1898.5
INV6005,2024-10-13,C0474,Aditya Brown,Canada,P0008,Power Bank Pro,Electronics,1,6093.85,6093.85
INV5677,2024-07-10,C0447,Sophia Malhotra,Netherlands,P0051,Formal Shirt,Fashion,5,3410.9,17054.5
INV5729,2024-10-21,C0450,Ava Smith,India,P0083,Fiction Novel,Books & Stationery,1,280.44,280.44
INV2534,2024-01-14,C0131,Vivaan Brown,United Kingdom,P0017,Wireless Mouse,Electronics,6,5722.86,34337.16
INV7008,2024-07-23,C0566,Lucas Dubois,United States,P0103,Dumbbell Set,Sports & Fitness,5,1378.26,6891.3
INV5172,2024-08-22,C0395,Kabir Iyer,United Kingdom,P0013,Webcam,Electronics,4,3552.37,14209.48
INV8523,2024-10-21,C0714,Sara Singh,United Kingdom,P0065,Shampoo,Beauty & Personal Care,6,1408.87,8453.22
INV5718,2024-12-19,C0448,Karan Kumar,France,P0062,Face Wash Pro,Beauty & Personal Care,4,396.39,1585.56
INV5968,2024-06-02,C0470,Karan Chopra,Singapore,P0057,Analog Watch,Fashion,4,1714.17,6856.68
INV6041,2024-05-06,C0477,Henry Brown,India,P0061,Face Wash,Beauty & Personal Care,3,1461.91,4385.73
INV3410,2024-11-10,C0214,Lucas Jones,India,P0082,Notebook Set Pro,Books & Stationery,2,839.85,1679.7
INV2763,2024-06-10,C0153,James Nair,India,P0036,Knife Set Pro,Home & Kitchen,2,1199.46,2398.92
INV8934,2024-06-12,C0749,Harper Jones,UAE,P0083,Fiction Novel,Books & Stationery,2,570.78,1141.56
INV4582,2024-02-11,C0329,Mia Chopra,United Kingdom,P0109,Skipping Rope,Sports & Fitness,3,1071.31,3213.93
INV1126,2024-01-27,C0018,Lucas Rossi,United States,P0096,Bookmark Set Pro,Books & Stationery,6,535.05,3210.3
INV5514,2023-10-25,C0428,Kabir Fischer,Canada,P0007,Power Bank,Electronics,4,5707.31,22829.24
