CustomerID,CustomerName,Country,SignupDate,Tier
C0539,Liam Fischer,United Kingdom,2023-05-26,champion
C0540,Aditya Smith,India,2023-05-10,champion
C0541,Emma Smith,Singapore,2024-01-06,potential
C0542,Priya Khan,United States,2024-03-12,at_risk
C0543,Ananya Sharma,India,2023-12-03,lost
C0544,Ava Kumar,Germany,2024-05-08,new
C0545,Lucas Chopra,United States,2024-04-09,new
C0546,Mia Jones,United Kingdom,2023-11-05,potential
C0547,Vivaan Brown,India,2024-03-23,potential
C0548,Olivia Jones,Germany,2023-03-18,potential
C0549,Lucas Kumar,United States,2023-06-20,lost
C0550,Aditya Fischer,France,2023-02-11,champion
C0551,Emma Williams,United States,2023-10-26,lost
C0552,Harper Malhotra,Canada,2023-12-06,at_risk
C0553,Kabir Fischer,United States,2023-03-14,potential
C0554,Harper Johnson,United States,2024-04-14,new
C0555,Ava Patel,Canada,2023-06-29,at_risk
C0556,Priya Brown,United Kingdom,2023-06-08,lost
C0557,William Gupta,India,2024-05-10,lost
C0558,Meera Williams,India,2023-12-02,potential
C0559,Arjun Gupta,France,2023-12-24,potential
C0560,Aditya Verma,United States,2023-12-06,at_risk
C0561,Ananya Jones,Germany,2023-07-20,lost
C0562,Diya Iyer,India,2023-03-08,loyal
C0563,Meera Jones,India,2023-11-01,new
C0564,Mason Patel,India,2023-12-29,new
C0565,Mason Jones,United Kingdom,2024-04-25,new
C0566,Lucas Dubois,United States,2023-02-13,loyal
C0567,Liam Reddy,United Kingdom,2023-06-08,new
C0568,Priya Singh,United Kingdom,2023-10-14,lost
C0569,Mason Khan,UAE,2023-07-12,loyal
C0570,Diya Verma,United Kingdom,2023-11-26,loyal
C0571,Karan Rossi,United States,2024-02-10,lost
C0572,Amelia Garcia,Australia,2023-06-18,loyal
C0573,Diya Williams,United Kingdom,2024-02-21,lost
C0574,Aarav Khan,United States,2023-03-07,at_risk
C0575,Emma Fischer,Canada,2023-12-10,loyal
C0576,Arjun Iyer,Singapore,2023-12-26,lost
C0577,Kabir Sharma,India,2024-02-29,potential
C0578,Henry Fischer,UAE,2024-04-29,at_risk
C0579,Arjun Williams,United States,2024-01-14,potential
C0580,Kabir Verma,India,2023-12-17,at_risk
C0581,Henry Smith,United Kingdom,2024-04-12,loyal
C0582,Mia Reddy,Netherlands,2023-09-27,potential
C0583,William Kumar,United States,2023-02-17,lost
C0584,Meera Williams,United Kingdom,2023-11-27,potential
C0585,Ananya Iyer,Germany,2023-12-10,new
C0586,Ava Malhotra,India,2023-08-05,potential
C0587,Arjun Singh,India,2023-09-18,new
C0588,Aditya Singh,India,2023-07-05,loyal
C0589,Sophia Rossi,India,2023-01-10,lost
C0590,Noah Garcia,India,2023-07-05,at_risk
C0591,Charlotte Patel,India,2023-06-08,loyal
C0592,Sara Smith,Germany,2023-04-03,champion
C0593,Noah Rossi,India,2024-05-01,loyal
C0594,Lucas Singh,United Kingdom,2023-04-20,at_risk
C0595,Olivia Fischer,Canada,2023-06-24,potential
C0596,Ethan Nair,United Kingdom,2024-04-30,lost
C0597,Vivaan Kumar,Germany,2024-01-28,potential
C0598,Aditya Garcia,India,2023-09-06,loyal
C0599,Liam Garcia,India,2023-04-09,new
C0600,Isha Dubois,India,2023-04-26,new
C0601,Sara Reddy,India,2023-03-12,loyal
C0602,Arjun Sharma,India,2023-03-21,loyal
C0603,Charlotte Nair,India,2023-02-09,champion
C0604,Mason Rossi,India,2023-06-01,new
C0605,Vivaan Johnson,India,2024-03-08,new
C0606,Rohan Muller,United Kingdom,2024-02-08,at_risk
C0607,Diya Singh,India,2023-02-21,lost
C0608,William Kumar,United Kingdom,2023-09-17,lost
C0609,Henry Verma,United States,2024-01-30,at_risk
C0610,James Williams,Germany,2023-10-04,lost
C0611,Priya Gupta,India,2024-03-03,loyal
C0612,Meera Jones,Australia,2024-01-14,loyal
C0613,Mason Singh,United States,2024-03-28,potential
C0614,Isha Sharma,India,2023-09-27,champion
C0615,William Chopra,Canada,2023-01-20,at_risk
C0616,Harper Brown,UAE,2023-12-05,lost
C0617,Lucas Smith,India,2023-06-22,champion
C0618,Olivia Nair,India,2024-03-24,loyal
C0619,Aarav Nair,Australia,2024-01-28,at_risk
C0620,Ava Khan,France,2023-11-13,lost
C0621,Emma Patel,India,2023-03-09,potential
C0622,Mason Patel,India,2023-11-02,at_risk
C0623,William Gupta,United Kingdom,2023-07-12,champion
C0624,Mia Jones,United States,2023-03-20,loyal
C0625,Rohan Williams,United States,2023-03-25,lost
C0626,Ava Singh,United Kingdom,2023-04-03,lost
C0627,Mia Brown,United Kingdom,2024-03-01,champion
C0628,Mason Nair,France,2023-12-21,lost
C0629,Riya Dubois,India,2024-01-30,new
C0630,James Chopra,India,2023-11-16,lost
C0631,Rohan Gupta,France,2024-02-19,at_risk
C0632,Sara Khan,Canada,2024-04-07,at_risk
C0633,Liam Rossi,United States,2023-03-26,at_risk
C0634,Noah Reddy,United States,2024-01-05,new
C0635,Liam Sharma,India,2023-08-13,loyal
C0636,Olivia Jones,United Kingdom,2023-01-23,champion
C0637,Arjun Iyer,United States,2023-07-30,potential
C0638,Kabir Fischer,India,2023-07-06,new
C0639,Mia Gupta,India,2023-12-13,loyal
C0640,Mason Nair,United Kingdom,2024-01-04,new
C0641,Mia Muller,India,2023-05-02,lost
C0642,Noah Nair,United Kingdom,2024-05-11,loyal
C0643,Henry Nair,India,2023-08-16,new
C0644,Ethan Kumar,United Kingdom,2023-11-09,potential
C0645,Meera Garcia,India,2023-05-26,lost
C0646,Sara Johnson,Canada,2024-01-21,loyal
C0647,Lucas Brown,United States,2024-01-19,new
C0648,Kabir Dubois,Germany,2024-02-06,lost
C0649,Emma Rossi,Australia,2023-08-18,lost
C0650,Vivaan Garcia,United States,2023-04-30,new
C0651,Amelia Singh,India,2023-10-01,at_risk
C0652,Lucas Dubois,United States,2023-05-03,new
C0653,Ethan Fischer,United States,2023-06-08,lost
C0654,Harper Malhotra,France,2024-05-09,at_risk
C0655,Riya Singh,United Kingdom,2024-02-19,champion
C0656,Vivaan Gupta,India,2024-02-06,lost
C0657,Rohan Iyer,India,2023-08-29,new
C0658,Noah Patel,United Kingdom,2024-04-07,new
C0659,Sara Kumar,Germany,2024-03-03,loyal
C0660,Isha Reddy,United States,2023-04-10,new
C0661,Meera Kumar,United Kingdom,2023-07-08,potential
C0662,Aarav Gupta,Netherlands,2023-12-14,new
C0663,Ava Malhotra,United States,2024-04-29,loyal
C0664,Riya Khan,India,2023-10-20,new
C0665,Mia Williams,India,2023-08-14,lost
C0666,Noah Chopra,India,2023-08-25,champion
C0667,Lucas Dubois,India,2024-01-29,lost
C0668,William Khan,India,2023-05-25,potential
C0669,Sara Garcia,India,2024-02-03,lost
C0670,Sara Fischer,India,2023-07-15,new
C0671,Sara Nair,India,2023-09-15,at_risk
C0672,Ethan Garcia,Canada,2023-09-28,new
C0673,William Singh,India,2023-08-03,lost
C0674,Sara Nair,United States,2024-05-09,potential
C0675,Vivaan Chopra,United Kingdom,2023-03-24,potential
C0676,Aditya Brown,Netherlands,2024-02-23,new
C0677,William Fischer,India,2023-04-13,lost
C0678,Meera Jones,United Kingdom,2024-02-15,new
C0679,Emma Khan,Singapore,2023-11-06,new
C0680,Ava Patel,Canada,2023-03-12,potential
C0681,Henry Malhotra,Australia,2024-03-22,lost
C0682,Lucas Patel,India,2023-05-09,loyal
C0683,Mason Smith,India,2023-01-27,at_risk
C0684,Lucas Jones,Germany,2023-11-25,champion
C0685,Karan Sharma,UAE,2023-09-04,potential
C0686,Vivaan Garcia,United States,2024-03-23,potential
C0687,Harper Verma,United States,2023-07-10,potential
C0688,Olivia Muller,India,2023-10-11,new
C0689,Sophia Rossi,France,2024-04-23,potential
C0690,Riya Brown,India,2023-02-22,potential
C0691,Rohan Rossi,United Kingdom,2023-12-31,loyal
C0692,Kabir Fischer,United Kingdom,2024-03-09,potential
C0693,Harper Smith,United States,2023-09-22,loyal
C0694,Ananya Smith,India,2024-03-11,champion
C0695,Aditya Chopra,India,2023-03-05,new
C0696,Sara Dubois,United States,2023-05-26,new
C0697,Diya Fischer,India,2023-02-12,new
C0698,Emma Singh,United States,2024-01-26,at_risk
C0699,Meera Iyer,India,2023-03-24,potential
C0700,Riya Brown,United States,2023-05-20,lost
C0701,Mason Malhotra,United States,2023-08-19,at_risk
C0702,Liam Kumar,India,2024-04-08,at_risk
C0703,Liam Fischer,United Kingdom,2023-09-20,champion
C0704,Aarav Kumar,India,2023-03-17,potential
C0705,Karan Jones,India,2024-03-01,potential
C0706,Charlotte Nair,Netherlands,2023-08-12,potential
C0707,Ananya Khan,United Kingdom,2023-02-16,at_risk
C0708,Mason Muller,Australia,2024-04-29,at_risk
C0709,Kabir Jones,India,2024-04-11,new
C0710,William Rossi,Germany,2023-04-24,new
C0711,Lucas Williams,France,2024-02-23,lost
C0712,Mason Jones,United States,2023-08-19,new
C0713,James Dubois,United Kingdom,2024-03-28,lost
C0714,Sara Singh,United Kingdom,2023-06-28,champion
C0715,Isha Brown,United Kingdom,2024-04-21,loyal
C0716,Ethan Iyer,UAE,2023-01-14,champion
C0717,Sophia Iyer,Australia,2023-08-01,new
C0718,Olivia Jones,Singapore,2023-01-28,lost
C0719,Aarav Fischer,India,2023-07-22,loyal
C0720,Ethan Williams,France,2023-09-15,lost
C0721,Aarav Iyer,UAE,2023-07-11,champion
C0722,Sara Fischer,India,2023-05-01,lost
C0723,Henry Verma,India,2023-07-17,potential
C0724,Meera Chopra,France,2023-02-11,loyal
C0725,Amelia Singh,United States,2023-07-11,at_risk
C0726,Arjun Jones,Canada,2023-04-25,potential
C0727,Henry Brown,India,2023-01-15,potential
C0728,Diya Muller,Australia,2023-06-13,potential
C0729,Emma Malhotra,India,2024-04-21,lost
C0730,James Chopra,India,2023-02-20,at_risk
C0731,Liam Fischer,India,2024-03-05,potential
C0732,Henry Fischer,Australia,2024-01-01,new
C0733,Charlotte Gupta,Germany,2023-11-29,new
C0734,William Patel,United States,2023-06-21,potential
C0735,Karan Malhotra,United Kingdom,2024-02-10,potential
C0736,William Verma,Canada,2023-03-16,loyal
C0737,Olivia Kumar,United Kingdom,2023-03-12,loyal
C0738,Vivaan Iyer,Australia,2023-01-20,new
C0739,Sophia Gupta,United Kingdom,2023-05-27,loyal
C0740,Aditya Jones,United Kingdom,2024-04-14,at_risk
C0741,Noah Rossi,United Kingdom,2024-02-29,new
C0742,Ananya Johnson,United Kingdom,2023-08-30,loyal
C0743,Riya Nair,France,2023-12-23,at_risk
C0744,Karan Muller,United States,2024-03-01,potential
C0745,Rohan Reddy,India,2023-03-13,lost
C0746,Meera Williams,Canada,2024-01-24,at_risk
C0747,Arjun Smith,United Kingdom,2023-12-28,lost
C0748,Liam Singh,United States,2023-08-29,at_risk
C0749,Harper Jones,UAE,2023-08-18,champion
C0750,Amelia Garcia,United States,2023-11-12,new
C0751,Harper Patel,India,2023-01-03,lost
C0752,Mason Khan,UAE,2024-04-08,new
C0753,Riya Brown,United States,2023-02-10,lost
C0754,Sara Fischer,United Kingdom,2023-01-10,lost
C0755,Amelia Fischer,India,2023-05-12,loyal
C0756,Ethan Nair,Australia,2023-04-21,loyal
C0757,Sophia Khan,United States,2024-03-03,new
C0758,Harper Dubois,United States,2023-03-18,potential
C0759,Aarav Williams,Canada,2023-10-08,lost
C0760,Priya Patel,Australia,2024-04-26,lost
C0761,Mason Muller,India,2024-01-08,potential
C0762,Charlotte Fischer,United Kingdom,2023-11-08,loyal
C0763,Liam Iyer,India,2023-09-28,new
C0764,Ethan Malhotra,France,2023-08-05,potential
C0765,Sophia Patel,India,2023-02-26,lost
C0766,Charlotte Brown,United States,2024-02-02,potential
C0767,Mia Sharma,France,2023-05-28,new
C0768,Diya Nair,Canada,2023-05-02,loyal
C0769,Noah Chopra,United Kingdom,2023-06-04,new
C0770,Emma Malhotra,Australia,2023-03-04,at_risk
C0771,Aditya Malhotra,India,2023-01-25,at_risk
C0772,Arjun Kumar,Canada,2023-05-03,loyal
C0773,Meera Jones,India,2023-08-03,new
C0774,William Rossi,United Kingdom,2023-11-24,lost
C0775,Isha Gupta,Australia,2024-02-11,loyal
C0776,Vivaan Verma,India,2023-11-15,loyal
C0777,Olivia Singh,India,2023-08-23,champion
C0778,Isha Patel,France,2023-02-02,new
C0779,Emma Nair,France,2023-02-26,new
C0780,Riya Dubois,Germany,2024-03-04,at_risk
C0781,Mason Muller,Germany,2024-04-08,loyal
C0782,Charlotte Nair,United States,2023-09-13,potential
C0783,Ava Iyer,India,2023-11-02,at_risk
C0784,Amelia Gupta,United Kingdom,2023-10-02,at_risk
C0785,Karan Rossi,India,2023-01-09,lost
C0786,William Patel,UAE,2023-11-20,loyal
C0787,Arjun Singh,United States,2023-09-21,new
C0788,Diya Rossi,United Kingdom,2023-10-22,potential
C0789,Liam Verma,United Kingdom,2023-05-04,potential
C0790,Lucas Muller,Singapore,2024-01-03,new
C0791,James Kumar,India,2023-03-15,new
C0792,Mason Brown,United States,2023-05-30,lost
C0793,Sara Muller,United States,2023-08-08,loyal
C0794,Isha Fischer,United States,2023-01-01,loyal
C0795,Sophia Nair,India,2023-11-11,new
C0796,Karan Malhotra,Canada,2023-06-30,at_risk
C0797,Sophia Verma,UAE,2023-05-04,potential
C0798,Ethan Williams,United States,2023-10-20,champion
C0799,James Patel,Germany,2023-08-02,loyal
C0800,Sara Kumar,UAE,2023-04-06,lost
